ip	class	tld	entropy	len	norm_entropy	vowel_ratio	digit_ratio	repeat_letter	consec_digit	consec_consonant	gib_value	hmm_log	uni_rank	bi_rank	tri_rank	uni_std	bi_std	tri_std	private_tld
chase.com.	0	com	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.29	1.00	-15.23	7.00	42.00	553.60	5.90	23.66	619.09	0
indeed.com.	0	com	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-18.35	6.33	63.29	573.83	4.64	30.71	750.39	0
china.com.cn.	0	com.cn	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.29	1.00	-20.82	8.20	48.83	177.80	5.23	41.29	61.44	0
ask.fm.	0	fm	1.332	5.0	0.266	0.20	0.00	0.00	0.00	0.40	1.00	-20.67	8.33	112.25	1249.67	6.94	99.14	574.00	0
naver.com.	0	com	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.00	1.00	-12.97	7.80	79.33	483.00	7.55	63.10	635.31	0
skype.com.	0	com	1.748	7.0	0.250	0.14	0.00	0.00	0.00	0.57	1.00	-16.41	11.40	190.00	2450.20	7.17	154.01	2301.25	0
reference.com.	0	com	1.642	11.0	0.149	0.36	0.00	0.18	0.00	0.18	1.00	-23.89	6.00	87.90	565.11	5.93	89.41	548.47	0
hostgator.com.	0	com	2.020	11.0	0.184	0.27	0.00	0.18	0.00	0.27	1.00	-24.58	7.33	93.70	966.89	5.19	128.71	1311.74	0
bet365.com.	0	com	1.906	8.0	0.238	0.12	0.38	0.00	0.38	0.00	1.00	-17.44	20.33	360.29	3241.00	13.35	299.72	2960.74	0
github.com.	0	com	1.906	8.0	0.238	0.25	0.00	0.00	0.00	0.25	1.00	-19.79	12.00	139.00	1171.83	4.83	69.13	530.83	0
gameforge.com.	0	com	2.020	11.0	0.184	0.36	0.00	0.18	0.00	0.18	1.00	-21.24	8.44	107.40	787.33	7.01	94.81	865.51	0
google.gr.	0	gr	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-21.75	8.00	104.00	510.50	6.16	82.62	349.35	0
statcounter.com.	0	com	2.205	13.0	0.170	0.31	0.00	0.08	0.00	0.46	1.00	-27.92	6.27	54.33	363.82	3.33	62.73	329.47	0
google.com.co.	0	com.co	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-23.89	8.00	104.00	510.50	6.16	82.62	349.35	0
spiegel.de.	0	de	1.889	9.0	0.210	0.33	0.00	0.11	0.00	0.22	1.00	-27.91	7.14	111.38	1701.43	5.59	60.52	1377.65	0
onet.pl.	0	pl	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	1.00	-15.76	4.75	43.80	112.00	2.86	54.15	144.05	0
google.co.id.	0	co.id	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-26.68	8.00	104.00	510.50	6.16	82.62	349.35	0
shutterstock.com.	0	com	2.206	14.0	0.158	0.21	0.00	0.14	0.00	0.64	1.00	-31.19	8.25	100.38	923.33	5.07	79.50	1089.46	0
softonic.com.	0	com	2.025	10.0	0.203	0.30	0.00	0.10	0.00	0.20	1.00	-21.67	7.50	110.22	881.00	5.27	94.67	1295.44	0
google.com.vn.	0	com.vn	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-22.28	8.00	104.00	510.50	6.16	82.62	349.35	0
so.com.	0	com	1.040	4.0	0.260	0.25	0.00	0.00	0.00	0.00	1.00	-9.02	4.00	56.67	873.50	1.00	47.01	767.50	0
nicovideo.jp.	0	jp	2.020	11.0	0.184	0.45	0.00	0.18	0.00	0.00	1.00	-27.60	7.44	99.80	575.33	6.18	58.64	536.52	0
google.be.	0	be	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-24.28	8.00	104.00	510.50	6.16	82.62	349.35	0
walmart.com.	0	com	1.889	9.0	0.210	0.22	0.00	0.11	0.00	0.44	1.00	-18.37	8.29	86.12	520.29	6.04	91.86	442.99	0
google.com.ua.	0	com.ua	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-24.66	8.00	104.00	510.50	6.16	82.62	349.35	0
mailchimp.com.	0	com	2.020	11.0	0.184	0.27	0.00	0.18	0.00	0.45	1.00	-25.73	9.11	126.00	1446.22	4.68	96.90	1531.45	0
stackexchange.com.	0	com	2.338	15.0	0.156	0.27	0.00	0.20	0.00	0.60	1.00	-32.46	9.31	98.07	996.00	7.16	120.48	1596.53	0
google.com.ng.	0	com.ng	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-30.28	8.00	104.00	510.50	6.16	82.62	349.35	0
allegro.pl.	0	pl	1.889	9.0	0.210	0.33	0.00	0.11	0.00	0.44	1.00	-23.71	6.57	85.00	540.86	4.87	77.79	447.32	0
gamer.com.tw.	0	com.tw	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.00	1.00	-19.12	7.20	49.50	102.20	5.64	35.53	74.20	0
tripadvisor.com.	0	com	2.245	13.0	0.173	0.31	0.00	0.15	0.00	0.31	1.00	-30.78	7.73	102.33	911.82	5.71	109.11	547.18	0
wordreference.com.	0	com	2.026	15.0	0.135	0.33	0.00	0.13	0.00	0.33	1.00	-33.88	7.38	108.29	883.38	6.57	96.26	1226.67	0
zillow.com.	0	com	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	1.00	-19.17	11.83	171.86	1243.00	8.29	92.16	872.49	0
wellsfargo.com.	0	com	2.254	12.0	0.188	0.25	0.00	0.08	0.00	0.50	1.00	-33.04	9.20	149.91	1918.10	6.98	106.48	1824.29	0
tube8.com.	0	com	1.748	7.0	0.250	0.29	0.14	0.00	0.00	0.00	1.00	-15.49	14.00	292.50	3744.80	11.14	321.41	4397.49	0
pandora.com.	0	com	1.889	9.0	0.210	0.33	0.00	0.11	0.00	0.22	1.00	-20.47	6.71	45.25	426.00	4.49	38.24	335.33	0
wix.com.	0	com	1.332	5.0	0.266	0.20	0.00	0.00	0.00	0.00	1.00	-10.92	16.33	197.00	2060.67	8.81	74.94	2167.15	0
loading-delivery1.com.	0	com	2.580	19.0	0.136	0.32	0.05	0.21	0.00	0.21	1.00	-43.23	10.47	178.11	1951.76	8.02	219.47	3151.46	0
popads.net.	0	net	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	1.00	-21.20	8.33	81.14	781.50	5.12	59.39	559.52	0
goo.ne.jp.	0	ne.jp	1.055	5.0	0.211	0.40	0.00	0.20	0.00	0.00	1.00	-18.64	7.33	83.50	427.33	6.13	40.76	240.47	0
google.ro.	0	ro	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-23.30	8.00	104.00	510.50	6.16	82.62	349.35	0
google.se.	0	se	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-23.37	8.00	104.00	510.50	6.16	82.62	349.35	0
bild.de.	0	de	1.561	6.0	0.260	0.17	0.00	0.00	0.00	0.33	1.00	-15.84	10.00	112.80	561.50	4.06	65.46	332.00	0
wsj.com.	0	com	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-16.34	17.33	354.25	6489.33	8.96	213.98	2191.13	0
photobucket.com.	0	com	2.245	13.0	0.173	0.31	0.00	0.15	0.00	0.31	1.00	-28.38	9.82	120.92	968.45	5.72	86.63	928.51	0
weebly.com.	0	com	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.38	1.00	-19.83	11.00	121.43	1615.67	8.00	47.25	1584.28	0
suning.com.	0	com	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	1.00	-14.42	9.00	75.86	343.83	4.24	57.17	374.61	0
media.tumblr.com.	0	com	1.906	8.0	0.238	0.12	0.00	0.00	0.00	0.50	1.00	-32.85	10.17	190.57	2069.00	3.18	156.82	1045.98	0
warriorforum.com.	0	com	2.045	14.0	0.146	0.36	0.00	0.14	0.00	0.29	1.00	-35.02	8.42	133.23	1065.00	6.21	103.58	935.12	0
zedo.com.	0	com	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	1.00	-16.11	10.25	153.40	1877.50	9.47	96.22	1516.36	0
naver.jp.	0	jp	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.00	1.00	-16.51	7.80	79.33	483.00	7.55	63.10	635.31	0
google.dz.	0	dz	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-25.62	8.00	104.00	510.50	6.16	82.62	349.35	0
quikr.com.	0	com	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.29	1.00	-19.30	14.20	254.83	3872.20	9.35	119.24	2712.98	0
businessinsider.com.	0	com	2.069	17.0	0.122	0.35	0.00	0.24	0.00	0.24	1.00	-34.56	6.40	62.06	307.93	3.98	55.92	305.63	0
taringa.net.	0	net	1.889	9.0	0.210	0.33	0.00	0.11	0.00	0.22	1.00	-23.71	6.43	35.38	403.43	4.47	32.21	360.67	0
php.net.	0	net	1.055	5.0	0.211	0.00	0.00	0.20	0.00	0.60	0.00	-14.11	15.00	236.75	2063.67	1.41	167.65	1267.52	0
ups.com.	0	com	1.332	5.0	0.266	0.20	0.00	0.00	0.00	0.40	1.00	-11.08	10.67	155.50	1507.33	4.03	96.40	874.06	0
babylon.com.	0	com	1.889	9.0	0.210	0.22	0.00	0.11	0.00	0.33	1.00	-21.42	10.14	138.62	1895.57	5.96	143.76	2246.45	0
pcpop.com.	0	com	1.277	7.0	0.182	0.14	0.00	0.14	0.00	0.43	0.00	-18.40	11.00	208.00	3146.40	4.29	169.11	2588.14	0
google.at.	0	at	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-25.46	8.00	104.00	510.50	6.16	82.62	349.35	0
sharelive.net.	0	net	2.146	11.0	0.195	0.36	0.00	0.09	0.00	0.18	1.00	-25.54	7.44	49.50	273.44	6.98	49.82	253.95	0
blogspot.com.es.	0	com.es	2.025	10.0	0.203	0.20	0.00	0.10	0.00	0.50	1.00	-25.82	9.00	100.00	250.00	5.02	66.42	224.10	0
coccoc.com.	0	com	1.040	8.0	0.130	0.25	0.00	0.25	0.00	0.25	1.00	-27.07	7.67	136.14	1873.83	3.30	102.75	846.05	0
mashable.com.	0	com	2.025	10.0	0.203	0.30	0.00	0.10	0.00	0.40	1.00	-19.60	7.75	63.56	414.38	5.80	50.32	350.71	0
bleacherreport.com.	0	com	2.274	16.0	0.142	0.31	0.00	0.12	0.00	0.50	1.00	-34.21	7.00	74.40	447.79	5.20	74.95	344.93	0
tianya.cn.	0	cn	1.733	8.0	0.217	0.38	0.00	0.12	0.00	0.25	1.00	-22.64	7.00	94.14	1030.50	5.83	108.42	634.39	0
google.com.ph.	0	com.ph	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-26.88	8.00	104.00	510.50	6.16	82.62	349.35	0
bbc.com.	0	com	1.055	5.0	0.211	0.00	0.00	0.20	0.00	0.60	0.00	-13.21	13.33	246.00	3993.00	2.36	149.73	2516.10	0
telegraph.co.uk.	0	co.uk	2.146	11.0	0.195	0.27	0.00	0.09	0.00	0.36	1.00	-31.52	8.11	114.70	1079.00	5.97	93.36	1284.78	0
rambler.ru.	0	ru	1.889	9.0	0.210	0.22	0.00	0.11	0.00	0.33	1.00	-22.94	7.14	86.00	765.29	4.58	96.17	686.86	0
rutracker.org.	0	org	1.972	11.0	0.179	0.27	0.00	0.09	0.00	0.36	1.00	-27.86	7.67	92.50	745.56	5.01	57.39	878.11	0
domaintools.com.	0	com	2.205	13.0	0.170	0.38	0.00	0.08	0.00	0.31	1.00	-30.81	6.09	69.75	452.45	3.34	56.27	306.82	0
gmx.net.	0	net	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-18.94	17.00	385.25	6363.67	5.35	284.74	2961.09	0
leboncoin.fr.	0	fr	2.020	11.0	0.184	0.36	0.00	0.18	0.00	0.18	1.00	-34.96	6.78	87.70	815.89	4.16	77.39	391.90	0
usatoday.com.	0	com	2.025	10.0	0.203	0.40	0.00	0.10	0.00	0.00	1.00	-23.21	7.88	102.44	761.38	5.80	49.89	408.47	0
goodreads.com.	0	com	2.020	11.0	0.184	0.36	0.00	0.18	0.00	0.36	1.00	-22.64	6.67	101.60	740.00	5.03	79.45	1040.00	0
google.com.pe.	0	com.pe	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-27.22	8.00	104.00	510.50	6.16	82.62	349.35	0
rediff.com.	0	com	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	1.00	-19.49	10.50	153.14	1522.33	7.48	113.26	1514.64	0
wp.pl.	0	pl	1.040	4.0	0.260	0.00	0.00	0.00	0.00	0.50	0.00	-13.97	17.50	240.67	2623.50	3.50	168.44	1171.50	0
comcast.net.	0	net	1.889	9.0	0.210	0.22	0.00	0.11	0.00	0.44	1.00	-24.45	6.86	93.50	1391.00	3.36	141.81	2025.62	0
avito.ru.	0	ru	1.748	7.0	0.250	0.43	0.00	0.00	0.00	0.00	1.00	-20.82	7.60	70.83	896.20	7.39	60.85	444.40	0
ettoday.net.	0	net	1.889	9.0	0.210	0.33	0.00	0.11	0.00	0.22	1.00	-25.03	7.29	103.62	818.00	5.92	66.20	440.56	0
hurriyet.com.tr.	0	com.tr	2.025	10.0	0.203	0.30	0.00	0.10	0.00	0.20	0.00	-37.84	9.12	178.22	2810.62	6.03	152.37	1623.02	0
39.net.	0	net	1.040	4.0	0.260	0.00	0.50	0.00	0.50	0.00	1.00	-14.81	33.50	558.00	6893.50	2.50	162.97	128.50	0
google.ch.	0	ch	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-23.80	8.00	104.00	510.50	6.16	82.62	349.35	0
ndtv.com.	0	com	1.561	6.0	0.260	0.00	0.00	0.00	0.00	0.67	0.00	-17.24	12.25	223.80	3163.75	5.93	122.53	1889.54	0
kaskus.co.id.	0	co.id	1.560	8.0	0.195	0.25	0.00	0.25	0.00	0.25	1.00	-31.95	10.17	154.14	2083.17	6.47	105.52	1670.03	0
dmm.co.jp.	0	co.jp	1.055	5.0	0.211	0.00	0.00	0.20	0.00	0.60	0.00	-21.63	11.33	217.75	5553.67	0.47	123.35	2997.29	0
twitch.tv.	0	tv	1.733	8.0	0.217	0.12	0.00	0.12	0.00	0.62	1.00	-23.60	11.00	147.86	929.50	6.03	98.49	454.76	0
ucoz.ru.	0	ru	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	0.00	-22.93	12.75	227.00	2910.00	7.95	120.30	1025.43	0
ikea.com.	0	com	1.561	6.0	0.260	0.50	0.00	0.00	0.00	0.00	1.00	-17.56	6.25	104.60	2424.50	6.87	76.55	1387.77	0
onclickads.net.	0	net	2.254	12.0	0.188	0.25	0.00	0.08	0.00	0.58	1.00	-32.61	8.10	105.09	1112.30	4.59	75.81	1103.04	0
doublepimp.com.	0	com	2.254	12.0	0.188	0.33	0.00	0.08	0.00	0.33	1.00	-32.98	9.60	131.18	1780.40	4.86	53.39	1374.83	0
chinaz.com.	0	com	1.906	8.0	0.238	0.25	0.00	0.00	0.00	0.25	1.00	-18.96	11.00	110.00	1159.17	7.87	94.85	1543.89	0
usps.com.	0	com	1.330	6.0	0.222	0.17	0.00	0.17	0.00	0.50	1.00	-17.31	9.25	133.40	2981.75	4.26	83.64	2398.92	0
codecanyon.net.	0	net	2.023	12.0	0.169	0.33	0.00	0.25	0.00	0.17	1.00	-35.06	7.60	86.27	997.90	5.28	88.73	1033.21	0
amazon.fr.	0	fr	1.733	8.0	0.217	0.38	0.00	0.12	0.00	0.00	1.00	-22.22	8.50	101.43	946.17	8.10	118.15	846.31	0
moz.com.	0	com	1.332	5.0	0.266	0.20	0.00	0.00	0.00	0.00	0.00	-11.15	13.00	191.50	1974.33	9.09	150.96	1492.09	0
google.cl.	0	cl	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-23.44	8.00	104.00	510.50	6.16	82.62	349.35	0
intuit.com.	0	com	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-19.18	7.17	80.71	1042.33	3.02	77.99	1238.36	0
adrotator.se.	0	se	1.768	11.0	0.161	0.36	0.00	0.36	0.00	0.18	1.00	-34.23	5.33	60.10	700.89	3.06	68.36	675.80	0
sochi2014.com.	0	com	2.272	11.0	0.207	0.18	0.36	0.00	0.36	0.18	1.00	-24.78	17.22	318.30	3878.11	11.29	254.33	4341.52	0
google.com.sg.	0	com.sg	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-25.34	8.00	104.00	510.50	6.16	82.62	349.35	0
google.pt.	0	pt	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-23.11	8.00	104.00	510.50	6.16	82.62	349.35	0
uploaded.net.	0	net	2.025	10.0	0.203	0.40	0.00	0.10	0.00	0.20	1.00	-27.59	8.25	119.44	971.00	5.04	70.84	717.77	0
xuite.net.	0	net	1.748	7.0	0.250	0.43	0.00	0.00	0.00	0.00	1.00	-23.16	9.80	191.33	4682.40	8.13	198.05	6766.09	0
fedex.com.	0	com	1.550	7.0	0.221	0.29	0.00	0.14	0.00	0.00	1.00	-18.97	11.60	120.50	1559.80	9.48	65.31	1171.28	0
reuters.com.	0	com	1.735	9.0	0.193	0.33	0.00	0.22	0.00	0.22	1.00	-20.50	5.57	86.38	1200.71	3.77	95.32	1611.68	0
goodgamestudios.com.	0	com	2.313	17.0	0.136	0.41	0.00	0.24	0.00	0.24	1.00	-37.11	7.53	108.06	1008.13	5.07	106.11	1451.36	0
washingtonpost.com.	0	com	2.339	16.0	0.146	0.25	0.00	0.25	0.00	0.56	1.00	-35.04	8.57	104.07	864.00	5.78	123.78	930.30	0
nbcnews.com.	0	com	1.889	9.0	0.210	0.11	0.00	0.11	0.00	0.67	0.00	-21.74	9.71	196.88	2471.00	6.09	147.01	2309.23	0
google.com.bd.	0	com.bd	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-26.39	8.00	104.00	510.50	6.16	82.62	349.35	0
xcar.com.cn.	0	com.cn	1.561	6.0	0.260	0.17	0.00	0.00	0.00	0.33	1.00	-22.75	10.50	174.20	2625.50	8.29	186.69	2495.03	0
milliyet.com.tr.	0	com.tr	1.887	10.0	0.189	0.30	0.00	0.20	0.00	0.20	1.00	-34.31	8.00	131.44	2049.12	5.17	153.66	2289.25	0
bitly.com.	0	com	1.748	7.0	0.250	0.14	0.00	0.00	0.00	0.43	1.00	-16.67	10.80	135.83	1762.60	5.46	103.19	1679.80	0
web.de.	0	de	1.332	5.0	0.266	0.20	0.00	0.00	0.00	0.00	0.00	-12.25	12.33	129.75	192.67	8.38	33.48	197.43	0
baomihua.com.	0	com	2.025	10.0	0.203	0.50	0.00	0.10	0.00	0.00	0.00	-29.87	8.38	180.44	2658.75	5.87	147.85	1784.49	0
samsung.com.	0	com	1.889	9.0	0.210	0.22	0.00	0.11	0.00	0.44	1.00	-21.09	8.57	109.12	1315.00	4.62	75.44	1390.87	0
pchome.net.	0	net	1.906	8.0	0.238	0.25	0.00	0.00	0.00	0.38	1.00	-24.90	9.33	90.00	1112.83	5.68	117.19	1262.87	0
infusionsoft.com.	0	com	2.045	14.0	0.146	0.36	0.00	0.36	0.00	0.43	1.00	-28.88	8.33	128.85	998.75	5.86	99.17	1219.83	0
thefreedictionary.com.	0	com	2.479	19.0	0.130	0.37	0.00	0.21	0.00	0.42	1.00	-38.38	7.53	84.22	564.24	6.00	70.55	606.82	0
goal.com.	0	com	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	1.00	-14.44	7.50	112.40	1655.25	5.59	79.79	1583.13	0
thefreecamsecret.com.	0	com	2.135	18.0	0.119	0.33	0.00	0.22	0.00	0.44	1.00	-41.98	6.62	90.41	905.75	5.66	81.05	868.68	0
iqiyi.com.	0	com	1.277	7.0	0.182	0.43	0.00	0.14	0.00	0.00	0.00	-19.54	12.20	356.00	5698.40	10.63	188.70	1030.86	0
lenta.ru.	0	ru	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.29	1.00	-17.75	5.40	39.67	343.40	3.26	23.77	235.37	0
snapdeal.com.	0	com	2.025	10.0	0.203	0.30	0.00	0.10	0.00	0.40	0.00	-27.29	6.62	131.78	2287.38	4.58	147.23	2261.71	0
hp.com.	0	com	1.040	4.0	0.260	0.00	0.00	0.00	0.00	0.50	0.00	-10.98	15.50	248.67	4533.50	1.50	172.82	802.50	0
disqus.com.	0	com	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	1.00	-22.15	11.50	163.86	4142.33	9.00	189.39	4835.64	0
ehow.com.	0	com	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	0.00	-14.44	10.50	176.00	1776.75	8.65	99.97	1557.18	0
scribd.com.	0	com	1.906	8.0	0.238	0.12	0.00	0.00	0.00	0.62	0.00	-20.82	8.67	180.86	2970.50	3.99	147.64	3497.05	0
constantcontact.com.	0	com	1.875	17.0	0.110	0.24	0.00	0.29	0.00	0.59	1.00	-42.85	6.47	59.81	548.67	2.73	61.83	753.29	0
it168.com.	0	com	1.748	7.0	0.250	0.14	0.43	0.00	0.43	0.00	1.00	-19.19	21.40	422.17	6961.20	13.31	289.42	5534.32	0
4dsply.com.	0	com	1.906	8.0	0.238	0.00	0.12	0.00	0.00	0.62	1.00	-24.18	15.17	321.00	5390.17	8.67	293.30	5234.77	0
huanqiu.com.	0	com	1.889	9.0	0.210	0.44	0.00	0.11	0.00	0.22	0.00	-21.64	12.43	302.12	2879.00	8.70	212.09	1759.66	0
gsmarena.com.	0	com	2.025	10.0	0.203	0.30	0.00	0.10	0.00	0.30	1.00	-24.37	6.38	77.11	1169.50	4.82	90.22	1605.09	0
enet.com.cn.	0	com.cn	1.330	6.0	0.222	0.33	0.00	0.17	0.00	0.00	1.00	-18.94	4.25	29.60	248.00	3.27	21.22	255.75	0
nih.gov.	0	gov	1.332	5.0	0.266	0.20	0.00	0.00	0.00	0.00	0.00	-22.27	9.67	226.25	4665.67	5.44	164.62	2909.54	0
varzesh3.com.	0	com	2.164	10.0	0.216	0.20	0.10	0.00	0.00	0.40	1.00	-33.75	13.62	323.78	6493.12	10.84	355.30	6704.46	0
google.cz.	0	cz	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-20.48	8.00	104.00	510.50	6.16	82.62	349.35	0
meetup.com.	0	com	1.733	8.0	0.217	0.38	0.00	0.12	0.00	0.00	1.00	-21.07	7.83	94.86	1175.50	5.30	65.75	780.72	0
olx.in.	0	in	1.332	5.0	0.266	0.20	0.00	0.00	0.00	0.40	0.00	-18.74	12.00	277.75	2885.00	8.83	237.82	949.34	0
mercadolivre.com.br.	0	com.br	2.342	14.0	0.167	0.36	0.00	0.14	0.00	0.29	1.00	-39.78	7.25	106.92	1433.58	5.79	159.95	2017.44	0
daum.net.	0	net	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	1.00	-21.54	9.50	144.20	3473.75	4.39	61.49	3168.91	0
mobile01.com.	0	com	2.164	10.0	0.216	0.30	0.20	0.00	0.20	0.00	1.00	-23.21	12.38	293.33	4539.00	9.99	373.96	6832.58	0
bloomberg.com.	0	com	2.020	11.0	0.184	0.27	0.00	0.18	0.00	0.55	1.00	-28.58	8.78	119.60	1001.33	5.47	101.45	781.55	0
myntra.com.	0	com	1.906	8.0	0.238	0.12	0.00	0.00	0.00	0.62	1.00	-18.35	8.83	115.00	1891.67	5.27	135.84	2523.72	0
9gag.com.	0	com	1.330	6.0	0.222	0.17	0.17	0.17	0.00	0.00	1.00	-17.84	17.50	378.40	5980.75	12.11	368.96	4213.31	0
google.co.kr.	0	co.kr	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-23.47	8.00	104.00	510.50	6.16	82.62	349.35	0
tmz.com.	0	com	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-15.46	14.33	326.50	7774.67	7.72	246.51	4879.36	0
ci123.com.	0	com	1.748	7.0	0.250	0.14	0.43	0.00	0.43	0.00	1.00	-16.59	20.00	399.33	6071.00	10.86	278.95	6695.71	0
extratorrent.cc.	0	cc	1.970	14.0	0.141	0.29	0.00	0.21	0.00	0.50	1.00	-34.19	6.50	86.15	470.25	5.80	107.48	518.45	0
hulu.com.	0	com	1.330	6.0	0.222	0.33	0.00	0.17	0.00	0.00	1.00	-17.49	13.00	184.80	3008.00	2.83	47.91	1388.30	0
google.ae.	0	ae	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-25.15	8.00	104.00	510.50	6.16	82.62	349.35	0
delta-search.com.	0	com	2.342	14.0	0.167	0.29	0.00	0.14	0.00	0.36	1.00	-33.38	7.92	124.08	1166.50	6.53	110.54	1191.92	0
orange.fr.	0	fr	1.906	8.0	0.238	0.38	0.00	0.00	0.00	0.25	1.00	-23.23	6.00	47.43	437.50	5.07	53.22	406.43	0
accuweather.com.	0	com	2.138	13.0	0.164	0.38	0.00	0.23	0.00	0.31	1.00	-33.44	8.18	142.42	2709.64	6.45	171.45	3760.15	0
microsoftonline.com.	0	com	2.395	17.0	0.141	0.35	0.00	0.18	0.00	0.35	1.00	-36.61	6.80	87.25	813.47	4.52	89.09	1108.17	0
bluehost.com.	0	com	2.164	10.0	0.216	0.30	0.00	0.00	0.00	0.40	1.00	-21.68	8.75	122.67	1405.75	5.43	101.15	2101.83	0
xywy.com.	0	com	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-20.44	20.75	396.00	10162.00	2.05	206.35	4811.14	0
eazel.com.	0	com	1.550	7.0	0.221	0.43	0.00	0.14	0.00	0.00	1.00	-20.23	7.60	130.33	2836.40	9.20	96.04	2458.02	0
free.fr.	0	fr	1.330	6.0	0.222	0.33	0.00	0.17	0.00	0.33	1.00	-14.85	7.00	70.40	171.75	7.78	68.77	162.49	0
speedtest.net.	0	net	1.720	11.0	0.156	0.27	0.00	0.27	0.00	0.55	1.00	-29.78	5.89	90.10	1089.56	4.46	115.50	1185.55	0
rt.com.	0	com	1.040	4.0	0.260	0.00	0.00	0.00	0.00	0.50	1.00	-9.82	6.50	69.33	1557.00	0.50	38.18	1360.00	0
libero.it.	0	it	1.906	8.0	0.238	0.38	0.00	0.00	0.00	0.00	1.00	-23.10	6.33	77.86	557.50	4.61	78.38	441.60	0
detik.com.	0	com	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.00	1.00	-18.82	8.40	83.83	1129.80	6.02	73.55	777.73	0
americanexpress.com.	0	com	2.313	17.0	0.136	0.35	0.00	0.24	0.00	0.29	1.00	-35.21	6.67	63.94	356.80	6.00	83.79	389.70	0
time.com.	0	com	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	1.00	-11.84	5.75	46.40	281.25	3.70	50.23	108.83	0
hardsextube.com.	0	com	2.352	13.0	0.181	0.31	0.00	0.08	0.00	0.38	1.00	-24.63	9.36	129.17	699.64	7.10	92.42	757.75	0
bitauto.com.	0	com	1.889	9.0	0.210	0.44	0.00	0.11	0.00	0.00	1.00	-20.27	7.29	87.12	730.14	4.62	69.96	918.82	0
chaturbate.com.	0	com	2.138	12.0	0.178	0.33	0.00	0.17	0.00	0.33	1.00	-26.43	8.00	76.73	734.10	5.35	82.00	695.64	0
webmd.com.	0	com	1.748	7.0	0.250	0.14	0.00	0.00	0.00	0.43	0.00	-16.27	12.00	234.67	4288.60	6.51	184.21	5416.00	0
histats.com.	0	com	1.735	9.0	0.193	0.22	0.00	0.22	0.00	0.44	1.00	-18.82	6.71	64.62	502.43	4.49	50.41	449.38	0
hudong.com.	0	com	1.906	8.0	0.238	0.25	0.00	0.00	0.00	0.25	1.00	-20.03	11.50	125.57	1759.67	4.79	90.41	1929.25	0
